mean Loss, Epoch
0.26860190883576196,1
0.23639453308136762,2
0.07759888387852908,3
0.08557562551216781,4
0.08981549785345792,5
0.097943642017439,6
0.10965998501363397,7
0.11366428680282831,8
0.11123270402556658,9
0.11658024630066753,10
0.11947097448405623,11
0.12028566176784039,12
0.12247254399487376,13
0.12613908112439512,14
0.12243835419601203,15
0.11648978787782788,16
0.11969284531375766,17
0.1148907980875671,18
0.11332405401426554,19
0.1099092978450358,20
0.11098419556605815,21
0.11366726502624154,22
0.12067679455763101,23
0.12609720942550898,24
0.12357607685625553,25
0.12292952499386668,26
0.12173037893405557,27
0.12351311118307709,28
0.1277351257582605,29
0.125246407456249,30
0.12389221680432558,31
0.11988560236060619,32
0.11773361494198442,33
0.11595268557983637,34
0.11253965884292126,35
0.11264955220875145,36
0.11292056843209267,37
0.11125946957436204,38
0.11273097645673155,39
0.10805513409930467,40
0.10306988024428487,41
0.09951495495453477,42
0.09692147336503863,43
0.09932070642012358,44
0.1042803560013175,45
0.10627686154994369,46
0.10629721648848056,47
0.10532781242361665,48
0.10221325853052736,49
0.10075919325983525,50
0.1079739667777419,51
0.10765220194733142,52
0.11026007567557693,53
0.1130558953872621,54
0.11295882352617383,55
0.11403254361340404,56
0.11563613471600413,57
0.10819487761947513,58
0.1102723320083022,59
0.11609670046064258,60
0.12047098907887936,61
0.1140194158899486,62
0.11792628673583269,63
0.12255700628536939,64
0.12592181696361304,65
0.12396408650374413,66
0.1257938599806726,67
0.12853044701457023,68
0.13264873398247362,69
0.1334995323828161,70
0.13626486523267628,71
0.13755311182123423,72
0.13845351611191034,73
0.13665189377316833,74
0.1338144091796875,75
0.13326223546510935,76
0.1321889857506156,77
0.13258472554138304,78
0.13310298798316716,79
0.13370450214669108,80
0.13551731052738428,81
0.13735882253825665,82
0.14466992967775463,83
0.13453164653933047,84
0.13739635095825792,85
0.13441980732777714,86
0.12966084417009355,87
0.13097831236618757,88
0.13751069704920055,89
0.13182412379541994,90
0.1316684381493628,91
0.13499716529259084,92
0.13044336689040065,93
0.1281564780534506,94
0.13218981455630063,95
0.12932092000725864,96
0.13069424316591025,97
0.13972853263708948,98
0.14353845063874127,99
0.14183286155053973,100
0.13457146361529826,101
0.13498663012230397,102
0.13517695086312295,103
0.13671223333618046,104
0.13665175879248978,105
0.13423740336290002,106
0.1371109897479117,107
0.1389265210175812,108
0.1445037442345321,109
0.14054910754579306,110
0.14285082101368904,111
0.13732802244865894,112
0.14108633178308605,113
0.14350216407617927,114
0.13727424869528412,115
0.14201176288846135,116
0.13975799957332016,117
0.13717582062464953,118
0.14132302827128768,119
0.14339215552195905,120
0.14918402595975996,121
0.15694656684276462,122
0.15372641159528494,123
0.14949336053857207,124
0.148871083466202,125
0.14665650851467252,126
0.14301079598918556,127
0.14045701673978567,128
0.13995829211494326,129
0.14176803792735934,130
0.13657248402953148,131
0.13754109417426585,132
0.14398682615572214,133
0.144513283197701,134
0.14421400189724565,135
0.15034883327233792,136
0.14180164563393594,137
0.14248777203550936,138
0.1444507384209931,139
0.13651021794104576,140
0.13091316154447197,141
0.13750315122944118,142
0.14686213650408386,143
0.1373659044944346,144
0.13960676997315882,145
0.1380849264318943,146
0.13620864420726894,147
0.14246940089184046,148
0.13903757535272837,149
0.14030654833066464,150
0.14537939463797211,151
0.1384369707804322,152
0.13749421123409272,153
0.13652419915002584,154
0.1411548720782697,155
0.14024546677055955,156
0.14400000470772387,157
0.13898812221494317,158
0.14175148869237303,159
0.13953821651437878,160
0.14221406093737482,161
0.1425665022998154,162
0.14551244101074337,163
0.14385104505634308,164
0.14597664228197932,165
0.1431246537782252,166
0.14252689801061152,167
0.14856399750465155,168
0.1488327796256244,169
0.1488580763771832,170
0.15189280427891017,171
0.1482824104693234,172
0.14893874999913573,173
0.1519855636920929,174
0.15235944163545967,175
0.15317277762261033,176
0.1544869546047747,177
0.15539336263024808,178
0.1583118401825428,179
0.1544096063373685,180
0.15388233122247458,181
0.14803853000837564,182
0.15276699241262676,183
0.15550412619552018,184
0.15299544362834097,185
0.15394272861388325,186
0.15752074496367574,187
0.15559293809789418,188
0.15601667792019247,189
0.16128658881807328,190
0.15753084160381556,191
0.15270507789459825,192
0.15325005014413595,193
0.15233964859083296,194
0.14954414586293696,195
0.14559965834367275,196
0.14602813389593364,197
0.1482324378453195,198
0.146938915972054,199
0.14831738615113496,200
0.14827986046200992,201
0.14647971532413365,202
0.1467101352416426,203
0.1513303797081411,204
0.15379326161819695,205
0.15148740053480864,206
0.1513754506226778,207
0.1457436428152621,208
0.14181028006872534,209
0.14163460750317575,210
0.1441134985856116,211
0.14248676067742705,212
0.13966541700038315,213
0.14231652409413456,214
0.14454962294644116,215
0.14100719844847917,216
0.14143262600719927,217
0.13943149402561783,218
0.14189068406420946,219
0.1448416553130448,220
0.1422291635323763,221
0.14255434015271068,222
0.1418436465651393,223
0.1450613031037748,224
0.1444726102642119,225
0.13932082681563496,226
0.14582258846896887,227
0.14093921821624042,228
0.13832525232121348,229
0.1426496396917999,230
0.13975140794327856,231
0.1386260353651345,232
0.1413817698791325,233
0.14116053753978014,234
0.14868260464659333,235
0.145218372782439,236
0.1417817064114809,237
0.1462739553732574,238
0.1469882591229081,239
0.14644591831070183,240
0.1469344777843654,241
0.14608794157382846,242
0.142298713781327,243
0.14579285318359733,244
0.14406536288779975,245
0.14577555629116296,246
0.14525354413482547,247
0.14509612834694982,248
0.142197206073761,249
0.14783719595211745,250
0.14581485951817036,251
0.14491602764457465,252
0.14519439888590574,253
0.15253524436819554,254
0.15309162047702074,255
0.15214040802338719,256
0.1529786097535491,257
0.15241519849485158,258
0.1525365823480189,259
0.15143904356431961,260
0.1550282614479363,261
0.1506546601611078,262
0.1449354160307348,263
0.1462561538247168,264
0.15122859958383442,265
0.1558921835169196,266
0.15730458943158387,267
0.15857446511769294,268
0.15603584202498197,269
0.15276482055056095,270
0.15331998380598427,271
0.15576952392709256,272
0.15408105005973577,273
0.1505873923149407,274
0.14574045671516656,275
0.1448326692545712,276
0.15022124806299805,277
0.14999673413595557,278
0.14770910447508095,279
0.1490789486927092,280
0.1494016837450862,281
0.1502895324895382,282
0.1487418212080598,283
0.14225304883402587,284
0.1435479633130133,285
0.1450204744387269,286
0.14824943344041705,287
0.15072426410907508,288
0.14672685867863894,289
0.14689222353389858,290
0.14810175443443657,291
0.15123968352207542,292
0.15052010145363212,293
0.14678701917487383,294
0.1468941943257153,295
0.14732747064819932,296
0.1451924558814764,297
0.1471505353961289,298
0.14712295895835759,299
0.1515295737514198,300
0.15165165980550646,301
0.15044661491033434,302
0.1506873961287737,303
0.15648762900805474,304
0.15261420387354493,305
0.15335283914533257,306
0.15202192668032646,307
0.14490198744609953,308
0.14977052144095301,309
0.14912937583240868,310
0.14767265669882298,311
0.1483461566966176,312
0.1496233065840304,313
0.14955254539227486,314
0.14882097353857757,315
0.14990902239060402,316
0.1507595159318149,317
0.15021991157093645,318
0.15002301203507185,319
0.1520184690888822,320
0.15275762876951696,321
0.1561083357540667,322
0.1550538521299958,323
0.14870592144024372,324
0.14920679094326497,325
0.1512484048373103,326
0.154659426741153,327
0.15692319713029265,328
0.1486105717431307,329
0.1459007528946996,330
0.15376337495809794,331
0.1562066457065344,332
0.15442260483011602,333
0.15543454304167628,334
0.15381323342958092,335
0.1489255316453874,336
0.14776942473635077,337
0.15640125193881987,338
0.16174609152674674,339
0.1550227423555255,340
0.15894955663767457,341
0.15489359938010575,342
0.15919503681245445,343
0.15509303954607248,344
0.15294704283356667,345
0.1539254983035624,346
0.15892084608343243,347
0.1550834904283583,348
0.15246822486186026,349
0.15502370789700748,350
0.15616814446613192,351
0.15646487755972147,352
0.15361115091523528,353
0.15828187771195174,354
0.15217498785322905,355
0.1530372092677951,356
0.1527855603454113,357
0.15287042204627393,358
0.15111583655300737,359
0.14553482477658988,360
0.1485037611463666,361
0.14649735321629048,362
0.15008677084374428,363
0.1519140108767152,364
0.15285617056638,365
0.14806426286998392,366
0.14779537225458025,367
0.1538732622322142,368
0.15307920717963577,369
0.14907135141965747,370
0.14830306483280659,371
0.14548352252039312,372
0.14964894660794734,373
0.1506537071135044,374
0.1461432237176895,375
0.14693151388552786,376
0.15118327307918666,377
0.15500613500100374,378
0.15168058283540606,379
0.1519689684009552,380
0.15264792541649938,381
0.15210863591822982,382
0.1537581077557504,383
0.15390945347750187,384
0.1482181693390608,385
0.15447831368997694,386
0.15505761356788875,387
0.15658015903028846,388
0.15162591905900835,389
0.15671002645382284,390
0.1636235745666027,391
0.155617234836787,392
0.15654196927016972,393
0.15518634130963682,394
0.14990661021760107,395
0.15129795591372253,396
0.15294773668012024,397
0.15444872321248054,398
0.14845957777756452,399
0.14629089170923829,400
0.1507841872920394,401
0.14947127129453422,402
